12,[[1, 0], [0, 1]],0.816033606679371,0.661792767650463,
12,[[0, 0], [0, 1]],0.4627661993687701,0.46321095449942123,
12,[[0, 0], [0, 0]],0.007790514478896741,0.05888936306423611,

G = 3*10^6:
12,[[1, 0], [0, 1]],0.816033606679371,0.6558949632884838,

------------------------------------------------ Z50_Test50,[[0, 0], [0, 0]],0.004885658144033963,0.09993048333333333,
50,[[0, 0], [0, 1]],0.4923273034325223,0.47775938333333334,
50,[[0, 0], [0, 1]],0.4923273034325223,0.57508025,
50,[[0, 0], [0, 1]],0.4923273034325223,0.79062685,
50,[[0, 0], [0, 1]],0.4923273034325223,0.6137463333333333,
50,[[0, 0], [0, 1]],0.4923273034325223,0.32297611666666665,
50,[[0, 0], [0, 1]],0.4923273034325223,0.44459733333333334,
50,[[0, 0], [0, 1]],0.4923273034325223,0.816967,
50,[[0, 0], [0, 1]],0.4923273034325223,0.5594328833333333,
50,[[1, 0], [0, 1]],0.8224949855474589,0.6419069,
50,[[1, 0], [0, 1]],0.8224949855474589,0.08659346666666666,
50,[[1, 0], [0, 1]],0.8224949855474589,0.20856571666666668,
50,[[1, 0], [0, 1]],0.8224949855474589,0.4701058,
50,[[1, 0], [0, 1]],0.8224949855474589,0.41116625,
50,[[1, 0], [0, 1]],0.8224949855474589,0.76620515,
50,[[1, 0], [0, 1]],0.8224949855474589,0.7908101666666667,
50,[[1, 0], [0, 1]],0.8224949855474589,0.26970771666666665,
50,[[1, 1], [0, 1]],0.49232730343821446,0.14346821666666668,
50,[[1, 1], [0, 1]],0.49232730343821446,0.4196905,
50,[[1, 1], [0, 1]],0.49232730343821446,0.45505981666666667,
50,[[1, 1], [0, 1]],0.49232730343821446,0.4938541833333333,
50,[[1, 1], [0, 1]],0.49232730343821446,0.8388773333333334,
50,[[1, 1], [0, 1]],0.49232730343821446,0.5038015,
50,[[1, 1], [0, 1]],0.49232730343821446,0.03299188333333333,
50,[[1, 1], [0, 1]],0.49232730343821446,0.6119047666666667,
