50,[[0, 0], [0, 1]],0.4923273034325223,0.44853133933333333,
50,[[0, 0], [0, 1]],0.4923273034325223,0.37643313366666664,
50,[[0, 0], [0, 1]],0.4923273034325223,0.2631150745,
50,[[0, 0], [0, 1]],0.4923273034325223,0.6099336861666667,
50,[[0, 0], [0, 1]],0.4923273034325223,0.5543329215,
50,[[0, 0], [0, 1]],0.4923273034325223,0.5795115861666666,
50,[[0, 0], [0, 1]],0.4923273034325223,0.481807954,
50,[[0, 0], [0, 1]],0.4923273034325223,0.4568616735,
50,[[1, 0], [0, 1]],0.8224949855474589,0.742837003,
50,[[1, 0], [0, 1]],0.8224949855474589,0.48118163533333336,
50,[[1, 0], [0, 1]],0.8224949855474589,0.825135075,
50,[[1, 0], [0, 1]],0.8224949855474589,0.8229597145,
50,[[1, 0], [0, 1]],0.8224949855474589,0.6228976231666666,
50,[[1, 0], [0, 1]],0.8224949855474589,0.4552164026666667,
50,[[1, 0], [0, 1]],0.8224949855474589,0.8257653316666667,
50,[[1, 0], [0, 1]],0.8224949855474589,0.5653134376666666,
50,[[1, 1], [0, 1]],0.49232730343821446,0.46561513266666665,
50,[[1, 1], [0, 1]],0.49232730343821446,0.4677940785,
50,[[1, 1], [0, 1]],0.49232730343821446,0.35997168416666664,
50,[[1, 1], [0, 1]],0.49232730343821446,0.3652176126666667,
50,[[1, 1], [0, 1]],0.49232730343821446,0.7217107103333333,
50,[[1, 1], [0, 1]],0.49232730343821446,0.4709010195,
50,[[1, 1], [0, 1]],0.49232730343821446,0.5428101653333334,
50,[[1, 1], [0, 1]],0.49232730343821446,0.46633657733333334,
50,[[0, 0], [0, 0]],0.004885658144033963,0.06765479083333334,
50,[[0, 0], [0, 0]],0.004885658144033963,0.10926968483333334,
50,[[0, 0], [0, 0]],0.004885658144033963,0.2631297478333333,
50,[[0, 0], [0, 0]],0.004885658144033963,0.0060438415,
50,[[0, 0], [0, 0]],0.004885658144033963,0.3638727685,
50,[[0, 0], [0, 0]],0.004885658144033963,0.11734987666666667,
50,[[0, 0], [0, 0]],0.004885658144033963,0.10260385783333334,
50,[[0, 0], [0, 0]],0.004885658144033963,0.009272824,
50,[[0, 0], [0, 0]],0.004885658144033963,0.08361743241666666,
50,[[0, 0], [0, 0]],0.004885658144033963,0.11263810125,
50,[[0, 0], [0, 0]],0.004885658144033963,0.12636936316666667,
50,[[0, 0], [0, 0]],0.004885658144033963,0.15578792925,
50,[[0, 0], [0, 0]],0.004885658144033963,0.028296254333333333,
50,[[0, 0], [0, 0]],0.004885658144033963,0.14214580875,
50,[[0, 0], [0, 0]],0.004885658144033963,0.09623004783333333,
50,[[0, 0], [0, 0]],0.004885658144033963,0.11263881466666667,
